"number","category","subcategory"
"INC0291304","Degraded Service",""
"INC0291303","Degraded Service",""
"INC0291302","Hardware",""
"INC0291301","Degraded Service",""
"INC0291300","Information",""
"INC0291299","Degraded Service",""
"INC0291298","Degraded Service",""
"INC0291297","Complaint",""
"INC0291296","Degraded Service",""
"INC0291295","Assistance",""
"INC0291294","Degraded Service",""
"INC0291293","Degraded Service",""
"INC0291292","Degraded Service",""
"INC0291291","Access rights",""
"INC0291290","Degraded Service",""
"INC0291289","Degraded Service",""
"INC0291288","Degraded Service",""
"INC0291287","Degraded Service",""
"INC0291286","Degraded Service",""
"INC0291285","Degraded Service",""
"INC0291284","Assistance",""
"INC0291283","Hardware",""
"INC0291282","Degraded Service",""
"INC0291281","Access rights",""
"INC0291280","Degraded Service",""
"INC0291279","Degraded Service",""
"INC0291278","Degraded Service",""
"INC0291277","Degraded Service",""
"INC0291276","BitLocker",""
"INC0291275","Degraded Service",""
"INC0291274","Degraded Service",""
"INC0291273","Degraded Service",""
"INC0291272","Degraded Service",""
"INC0291271","Degraded Service",""
"INC0291270","Assistance",""
"INC0291269","Security","Malware"
"INC0291268","Degraded Service",""
"INC0291267","Degraded Service",""
"INC0291266","Account Locked",""
"INC0291265","BitLocker",""
"INC0291264","Degraded Service",""
"INC0291263","Hardware",""
"INC0291262","Assistance",""
"INC0291261","Degraded Service",""
"INC0291260","Degraded Service",""
"INC0291259","Degraded Service",""
"INC0291258","Degraded Service",""
"INC0291257","Degraded Service",""
"INC0291256","Degraded Service",""
"INC0291255","Assistance",""
"INC0291254","Assistance",""
"INC0291253","Degraded Service",""
"INC0291252","Hardware",""
"INC0291251","Data loss / corruption",""
"INC0291250","Degraded Service",""
"INC0291249","Degraded Service",""
"INC0291248","Degraded Service",""
"INC0291247","Degraded Service",""
"INC0291246","Degraded Service",""
"INC0291245","Assistance",""
"INC0291244","Degraded Service",""
"INC0291243","Assistance",""
"INC0291242","Degraded Service",""
"INC0291241","Data loss / corruption",""
"INC0291239","Assistance",""
"INC0291238","Assistance",""
"INC0291237","Degraded Service",""
"INC0291236","Assistance",""
"INC0291235","Hardware issue",""
"INC0291234","Degraded Service",""
"INC0291233","Degraded Service",""
"INC0291232","Degraded Service",""
"INC0291231","Degraded Service",""
"INC0291230","Degraded Service",""
"INC0291229","Degraded Service",""
"INC0291228","Assistance",""
"INC0291227","Data loss / corruption",""
"INC0291226","Information",""
"INC0291225","Degraded Service",""
"INC0291224","Degraded Service",""
"INC0291223","Degraded Service",""
"INC0291222","Assistance",""
"INC0291221","Degraded Service",""
"INC0291220","Degraded Service",""
"INC0291219","Hardware",""
"INC0291218","Degraded Service",""
"INC0291217","Degraded Service",""
"INC0291216","Degraded Service",""
"INC0291215","Assistance",""
"INC0291214","Hardware",""
"INC0291213","Degraded Service",""
"INC0291212","Degraded Service",""
"INC0291211","Degraded Service",""
"INC0291210","Degraded Service",""
"INC0291209","Assistance",""
"INC0291208","Data loss / corruption",""
"INC0291207","Degraded Service",""
"INC0291206","Security","Mail related"
"INC0291205","Hardware",""
"INC0291204","Degraded Service",""
"INC0291203","Account Locked",""
"INC0291202","Degraded Service",""
"INC0291201","Assistance",""
"INC0291200","Degraded Service",""
"INC0291199","Assistance",""
"INC0291198","Hardware",""
"INC0291197","Degraded Service",""
"INC0291196","Degraded Service",""
"INC0291195","Degraded Service",""
"INC0291194","Degraded Service",""
"INC0291193","Degraded Service",""
"INC0291192","Degraded Service",""
"INC0291191","Degraded Service",""
"INC0291190","Assistance",""
"INC0291189","Hardware",""
"INC0291188","Assistance",""
"INC0291187","Degraded Service",""
"INC0291186","Degraded Service",""
"INC0291185","Assistance",""
"INC0291184","Access rights",""
"INC0291183","Assistance",""
"INC0291182","Assistance",""
"INC0291181","Assistance",""
"INC0291179","Hardware",""
"INC0291178","Degraded Service",""
"INC0291177","Degraded Service",""
"INC0291176","Assistance",""
"INC0291175","Assistance",""
"INC0291174","Degraded Service",""
"INC0291173","Hardware",""
"INC0291172","Hardware",""
"INC0291171","Hardware",""
"INC0291170","Assistance",""
"INC0291169","Hardware",""
"INC0291168","Degraded Service",""
"INC0291167","Access rights",""
"INC0291166","Degraded Service",""
"INC0291165","Degraded Service",""
"INC0291164","BitLocker",""
"INC0291163","Assistance",""
"INC0291160","Degraded Service",""
"INC0291159","Assistance",""
"INC0291158","Assistance",""
"INC0291157","BitLocker",""
"INC0291156","Assistance",""
"INC0291155","Degraded Service",""
"INC0291154","BitLocker",""
"INC0291153","Assistance",""
"INC0291152","Degraded Service",""
"INC0291151","Degraded Service",""
"INC0291150","Degraded Service",""
"INC0291149","Access rights",""
"INC0291148","Assistance",""
"INC0291147","Degraded Service",""
"INC0291146","Degraded Service",""
"INC0291145","Degraded Service",""
"INC0291144","Degraded Service",""
"INC0291143","Degraded Service",""
"INC0291142","Degraded Service",""
"INC0291141","Degraded Service",""
"INC0291140","Degraded Service",""
"INC0291139","Degraded Service",""
"INC0291138","Degraded Service",""
"INC0291137","Degraded Service",""
"INC0291136","Degraded Service",""
"INC0291135","Degraded Service",""
"INC0291134","Hardware issue",""
"INC0291133","Degraded Service",""
"INC0291132","Degraded Service",""
"INC0291131","Hardware",""
"INC0291130","Degraded Service",""
"INC0291129","Degraded Service",""
"INC0291128","Assistance",""
"INC0291127","Degraded Service",""
"INC0291126","Degraded Service",""
"INC0291125","Degraded Service",""
"INC0291124","Degraded Service",""
"INC0291123","Degraded Service",""
"INC0291122","Degraded Service",""
"INC0291121","Degraded Service",""
"INC0291120","Degraded Service",""
"INC0291119","BitLocker",""
"INC0291118","Degraded Service",""
"INC0291117","Degraded Service",""
"INC0291116","Degraded Service",""
"INC0291115","Assistance",""
"INC0291114","Degraded Service",""
"INC0291113","Degraded Service",""
"INC0291112","Degraded Service",""
"INC0291111","Degraded Service",""
"INC0291110","Degraded Service",""
"INC0291109","Degraded Service",""
"INC0291108","Degraded Service",""
"INC0291107","Degraded Service",""
"INC0291106","Degraded Service",""
"INC0291105","Degraded Service",""
"INC0291104","Degraded Service",""
"INC0291103","Degraded Service",""
"INC0291102","Degraded Service",""
"INC0291101","Degraded Service",""
"INC0291100","Degraded Service",""
"INC0291099","Degraded Service",""
"INC0291098","Degraded Service",""
"INC0291097","Degraded Service",""
"INC0291096","Degraded Service",""
"INC0291095","Degraded Service",""
"INC0291094","Degraded Service",""
"INC0291093","Degraded Service",""
"INC0291092","Degraded Service",""
"INC0291091","Degraded Service",""
"INC0291090","Degraded Service",""
"INC0291089","Degraded Service",""
"INC0291088","Degraded Service",""
"INC0291087","Degraded Service",""
"INC0291086","Degraded Service",""
"INC0291085","Degraded Service",""
"INC0291084","Degraded Service",""
"INC0291083","Degraded Service",""
"INC0291082","Degraded Service",""
"INC0291081","Degraded Service",""
"INC0291080","Degraded Service",""
"INC0291079","Degraded Service",""
"INC0291078","Degraded Service",""
"INC0291077","Degraded Service",""
"INC0291076","Assistance",""
"INC0291075","Degraded Service",""
"INC0291074","Degraded Service",""
"INC0291073","Degraded Service",""
"INC0291072","Degraded Service",""
"INC0291071","Degraded Service",""
"INC0291070","Degraded Service",""
"INC0291069","Degraded Service",""
"INC0291068","Degraded Service",""
"INC0291067","Degraded Service",""
"INC0291066","Degraded Service",""
"INC0291065","Degraded Service",""
"INC0291064","Degraded Service",""
"INC0291063","Degraded Service",""
"INC0291062","Degraded Service",""
"INC0291061","Degraded Service",""
"INC0291060","Degraded Service",""
"INC0291059","Degraded Service",""
"INC0291058","Degraded Service",""
"INC0291057","Degraded Service",""
"INC0291056","Degraded Service",""
"INC0291055","Degraded Service",""
"INC0291054","Degraded Service",""
"INC0291053","Degraded Service",""
"INC0291052","Degraded Service",""
"INC0291051","Degraded Service",""
"INC0291050","Degraded Service",""
"INC0291049","Degraded Service",""
"INC0291048","Degraded Service",""
"INC0291047","Degraded Service",""
"INC0291046","Degraded Service",""
"INC0291045","Degraded Service",""
"INC0291044","Degraded Service",""
"INC0291043","Degraded Service",""
"INC0291042","Degraded Service",""
"INC0291041","Degraded Service",""
"INC0291040","Degraded Service",""
"INC0291039","Degraded Service",""
"INC0291038","Degraded Service",""
"INC0291037","Degraded Service",""
"INC0291036","Degraded Service",""
"INC0291035","Degraded Service",""
"INC0291034","Degraded Service",""
"INC0291033","Degraded Service",""
"INC0291032","Degraded Service",""
"INC0291031","Degraded Service",""
"INC0291030","Degraded Service",""
"INC0291029","Degraded Service",""
"INC0291028","Degraded Service",""
"INC0291027","Degraded Service",""
"INC0291026","Degraded Service",""
"INC0291024","Degraded Service",""
"INC0291025","Hardware",""
"INC0291023","Degraded Service",""
"INC0291022","Degraded Service",""
"INC0291021","Degraded Service",""
"INC0291020","Degraded Service",""
"INC0291019","Degraded Service",""
"INC0291018","Degraded Service",""
"INC0291017","Degraded Service",""
"INC0291016","Degraded Service",""
"INC0291015","Degraded Service",""
"INC0291014","Degraded Service",""
"INC0291013","Degraded Service",""
"INC0291012","Degraded Service",""
"INC0291011","Degraded Service",""
"INC0291010","Degraded Service",""
"INC0291009","Degraded Service",""
"INC0291008","Degraded Service",""
"INC0291007","Degraded Service",""
"INC0291006","Degraded Service",""
"INC0291005","Degraded Service",""
"INC0291004","Degraded Service",""
"INC0291003","Degraded Service",""
"INC0291002","Degraded Service",""
"INC0291001","Degraded Service",""
"INC0291000","Degraded Service",""
"INC0290999","Degraded Service",""
"INC0290998","Degraded Service",""
"INC0290997","Degraded Service",""
"INC0290996","Degraded Service",""
"INC0290995","Degraded Service",""
"INC0290994","Degraded Service",""
"INC0290993","Degraded Service",""
"INC0290992","Degraded Service",""
"INC0290991","Degraded Service",""
"INC0290990","Degraded Service",""
"INC0290989","Degraded Service",""
"INC0290988","Degraded Service",""
"INC0290987","Degraded Service",""
"INC0290986","Degraded Service",""
"INC0290985","Degraded Service",""
"INC0290984","Assistance",""
"INC0290983","Degraded Service",""
"INC0290982","Degraded Service",""
"INC0290981","Degraded Service",""
"INC0290980","Degraded Service",""
"INC0290979","Degraded Service",""
"INC0290978","Degraded Service",""
"INC0290977","Degraded Service",""
"INC0290976","Degraded Service",""
"INC0290975","Degraded Service",""
"INC0290974","Degraded Service",""
"INC0290973","Degraded Service",""
"INC0290972","Degraded Service",""
"INC0290971","Degraded Service",""
"INC0290970","Degraded Service",""
"INC0290969","Degraded Service",""
"INC0290968","Degraded Service",""
"INC0290967","Degraded Service",""
"INC0290966","Assistance",""
"INC0290965","Degraded Service",""
"INC0290964","Degraded Service",""
"INC0290963","Degraded Service",""
"INC0290962","Information",""
"INC0290961","Degraded Service",""
"INC0290960","Degraded Service",""
"INC0290959","Degraded Service",""
"INC0290958","Degraded Service",""
"INC0290957","Degraded Service",""
"INC0290956","Degraded Service",""
"INC0290955","Degraded Service",""
"INC0290954","Degraded Service",""
"INC0290953","Degraded Service",""
"INC0290952","Degraded Service",""
"INC0290951","Degraded Service",""
"INC0290950","Degraded Service",""
"INC0290949","Degraded Service",""
"INC0290948","Degraded Service",""
"INC0290947","Degraded Service",""
"INC0290946","Degraded Service",""
"INC0290945","Degraded Service",""
"INC0290944","Degraded Service",""
"INC0290943","Degraded Service",""
"INC0290942","Degraded Service",""
"INC0290941","Degraded Service",""
"INC0290940","Degraded Service",""
"INC0290939","Degraded Service",""
"INC0290938","Degraded Service",""
"INC0290937","Degraded Service",""
"INC0290936","Degraded Service",""
"INC0290935","Degraded Service",""
"INC0290934","Assistance",""
"INC0290933","Degraded Service",""
"INC0290932","Degraded Service",""
"INC0290931","Degraded Service",""
"INC0290930","Degraded Service",""
"INC0290929","Degraded Service",""
"INC0290928","Degraded Service",""
"INC0290927","Degraded Service",""
"INC0290926","Degraded Service",""
"INC0290925","Data loss / corruption",""
"INC0290924","Data loss / corruption",""
"INC0290923","Data loss / corruption",""
"INC0290922","Data loss / corruption",""
"INC0290921","Data loss / corruption",""
"INC0290920","Data loss / corruption",""
"INC0290919","Data loss / corruption",""
"INC0290918","Data loss / corruption",""
"INC0290917","Degraded Service",""
"INC0290916","Data loss / corruption",""
"INC0290915","Data loss / corruption",""
"INC0290914","Data loss / corruption",""
"INC0290913","Data loss / corruption",""
"INC0290912","BitLocker",""
"INC0290911","Data loss / corruption",""
"INC0290910","Data loss / corruption",""
"INC0290909","Degraded Service",""
"INC0290908","Data loss / corruption",""
"INC0290907","Degraded Service",""
"INC0290906","Data loss / corruption",""
"INC0290905","Degraded Service",""
"INC0290904","Degraded Service",""
"INC0290903","Hardware",""
"INC0290902","Degraded Service",""
"INC0290901","Degraded Service",""
"INC0290900","Degraded Service",""
"INC0290899","Degraded Service",""
"INC0290898","Degraded Service",""
"INC0290897","Degraded Service",""
"INC0290896","Degraded Service",""
"INC0290895","Degraded Service",""
"INC0290894","Degraded Service",""
"INC0290893","Degraded Service",""
"INC0290892","Security",""
"INC0290891","Degraded Service",""
"INC0290890","Degraded Service",""
"INC0290889","Degraded Service",""
"INC0290888","Degraded Service",""
"INC0290887","Degraded Service",""
"INC0290886","Degraded Service",""
"INC0290885","Degraded Service",""
"INC0290884","Degraded Service",""
"INC0290883","Degraded Service",""
"INC0290882","Degraded Service",""
"INC0290881","Degraded Service",""
"INC0290880","Degraded Service",""
"INC0290879","Degraded Service",""
"INC0290878","Degraded Service",""
"INC0290877","Degraded Service",""
"INC0290876","Degraded Service",""
"INC0290875","Degraded Service",""
"INC0290874","Degraded Service",""
"INC0290873","Degraded Service",""
"INC0290872","Degraded Service",""
